index	ID	商品分类	数量	成本	销售
12139	4711713493688	520457	1	130	185
12140	4711713493718	520442	1	165	235
12141	4711713493848	760502	1	50	75
12142	4711713493862	520457	5	925	1145
12143	4711713493886	520457	3	270	288
12144	4711713493992	520457	2	940	1180
12145	4711713494005	520457	2	290	330
12146	4711713494029	520452	1	570	750
12147	4711713494050	520443	1	170	227
12148	4711713494227	520452	2	920	996
12149	4711713500065	520473	1	110	155
12150	4711713500096	760640	2	90	130
12151	4711752070239	110516	1	39	48
12152	4711752070253	110507	1	345	430
12153	4711753806363	560335	1	40	59
12154	4711753806455	560335	1	48	69
12155	4711763001017	100314	1	23	32
12156	4711763001048	100314	1	23	30
12157	4711763001222	100325	1	49	65
12158	4711763001239	100314	1	49	65
12159	4711763001741	100325	2	46	64
12160	4711767670042	100205	1	94	118
12161	4711767670103	100314	1	45	58
12162	4711767670110	100208	1	29	38
12163	4711767670295	100208	1	29	38
12164	4711767670318	100323	1	57	75
12165	4711770000096	740803	1	125	179
12166	4711770000126	740803	1	125	179
12167	4711770002243	740206	1	82	149
12168	4711770003073	740306	1	49	79
12169	4711770003097	740306	1	49	79
12170	4711770003530	740105	1	100	159
12171	4711770010019	740804	2	250	358
12172	4711770010712	740102	1	172	229
12173	4711770010729	740101	1	140	199
12174	4711770010811	740202	1	210	299
12175	4711770010828	740201	2	390	558
12176	4711770012044	740102	1	140	199
12177	4711770012051	740402	1	85	169
12178	4711770012075	740102	1	140	189
12179	4711770020186	740104	1	80	129
12180	4711770020216	740105	1	110	170
12181	4711770020223	740106	1	90	132
12182	4711770020261	740106	1	110	179
12183	4711770023071	740205	1	100	149
12184	4711770023088	740204	1	135	199
12185	4711770030024	740105	1	110	179
12186	4711770030314	740105	1	85	119
12187	4711770051012	740207	2	350	498
12188	4711770054013	740301	1	70	99
12189	4711770060168	740305	1	80	129
12190	4711770061059	740105	1	95	149
12191	4711770061264	740105	1	100	159
12192	4711770062018	740304	1	90	149
12193	4711770062056	740105	1	156	229
12194	4711770063015	740204	1	90	149
12195	4711770064562	740205	1	140	189
12196	4711770070013	740105	1	97	149
12197	4711770070020	740105	1	110	151
12198	4711770211010	740101	1	260	369
12199	4711770212017	740101	1	177	229
12200	4711770212024	740102	1	177	229
12201	4711770212031	740102	1	186	249
12202	4711770212048	740101	1	177	259
12203	4711770215025	740802	1	140	199
12204	4711770215049	740802	1	140	199
12205	4711779031725	300301	2	50	84
12206	4711779266059	300107	2	98	169
12207	4711779266066	300301	1	29	43
12208	4711779836078	300303	1	31	50
12209	4711779896171	300714	1	36	59
12210	4711779896188	300714	1	36	59
12211	4711779896195	300714	1	36	59
12212	4711779899011	300712	1	37	59
12213	4711779966010	300115	1	22	35
12214	4711781730586	120107	1	36	43
12215	4711781730616	120107	1	54	69
12216	4711781730623	120107	1	36	48
12217	4711781730630	120107	2	176	230
12218	4711785001002	560309	1	33	46
12219	4711785003020	560336	1	33	46
12220	4711785007004	560335	4	120	180
12221	4711785013012	560334	1	66	95
12222	4711785137008	560328	1	19	29
12223	4711785160006	560304	1	28	39
12224	4711785174003	560329	1	40	59
12225	4711785186020	560337	1	24	35
12226	4711785207008	570315	1	70	99
12227	4711785320004	570401	2	284	418
12228	4711785322015	570401	1	276	399
12229	4711785322022	570401	1	276	399
12230	4711785322039	570401	1	276	399
12231	4711785323005	570401	1	147	215
12232	4711785330010	570415	1	85	125
12233	4711785330027	570415	1	85	125
12234	4711785332014	570106	1	100	149
12235	4711785332021	570106	1	100	149
12236	4711785332038	570106	1	100	149
12237	4711785333011	570106	2	200	298
12238	4711785333028	570106	1	100	149
12239	4711785335015	570413	1	105	159
12240	4711785335022	570413	2	210	318
12241	4711785335039	570413	2	210	302
12242	4711785336012	570103	2	136	198
12243	4711785336029	570103	2	136	198
12244	4711785339013	570103	1	85	125
12245	4711785339020	570103	1	85	125
12246	4711785339037	570103	1	85	125
12247	4711785350001	570415	3	84	135
12248	4711785350025	570415	2	80	130
12249	4711785351008	570415	2	70	105
12250	4711785351022	570415	2	86	130
12251	4711785366002	570310	1	77	115
12252	4711785380015	570106	1	197	269
12253	4711785380022	570106	1	197	269
12254	4711785382019	570413	1	203	295
12255	4711785382026	570413	1	203	295
12256	4711785383016	570415	2	254	358
12257	4711785383023	570415	1	127	179
12258	4711785385010	570401	1	229	329
12259	4711785385027	570413	1	229	329
12260	4711785530007	570201	1	124	185
12261	4711785531004	570201	1	171	259
12262	4711785551026	570414	1	58	89
12263	4711785551033	570414	1	58	85
12264	4711785559015	570301	1	105	159
12265	4711785559022	570301	2	210	318
12266	4711785559039	570301	1	105	159
12267	4711785559046	570301	1	105	159
12268	4711785563029	570301	1	66	99
12269	4711785563036	570301	1	66	99
12270	4711785563043	570301	1	66	99
12271	4711785571000	570206	1	121	185
12272	4711785572007	570206	1	49	75
12273	4711785610020	560322	1	147	209
12274	4711785821006	570401	1	157	204
12275	4711785834013	570401	1	92	139
12276	4711785834020	570401	3	276	417
12277	4711785835010	570106	1	114	159
12278	4711785835027	570106	1	114	159
12279	4711785835034	570106	1	114	159
12280	4711785838011	570107	2	158	230
12281	4711785838028	570107	1	79	104
12282	4711785839018	570107	1	94	139
12283	4711785839025	570107	1	94	139
12284	4711785839032	570107	1	94	139
12285	4711785854011	570415	1	95	132
12286	4711785854028	570415	1	95	139
12287	4711785855018	570413	2	220	330
12288	4711785857012	570103	1	93	125
12289	4711785857029	570103	2	186	278
12290	4711785858019	570103	1	81	119
12291	4711785858026	570103	2	162	238
12292	4711785914005	560322	1	73	105
12293	4711785963010	570106	1	66	99
12294	4711785963027	570106	1	66	99
12295	4711785963034	570106	1	66	99
12296	4711785967018	570107	3	153	237
12297	4711785967025	570107	1	51	79
12298	4711785967032	570107	1	51	79
12299	4711791000082	560311	1	38	55
12300	4711791000136	560351	1	12	18
12301	4711791000495	560339	1	25	39
12302	4711791100133	560336	1	53	79
12303	4711791221258	560316	1	43	65
12304	4711791221296	560309	1	49	69
12305	4711791300403	560518	1	63	89
12306	4711791300731	560329	1	36	55
12307	4711791300861	560328	1	45	65
12308	4711791300953	560340	1	24	35
12309	4711791300991	560343	1	37	55
12310	4711791600091	560309	1	53	79
12311	4711791600190	560344	1	112	165
12312	4711791737018	560334	2	244	358
12313	4711791907039	560302	1	33	47
12314	4711791909019	560336	1	45	65
12315	4711791909026	560336	2	106	158
12316	4711791909071	560343	1	31	45
12317	4711797001014	120115	1	12	16
12318	4711797001021	120115	1	14	21
12319	4711797001038	120115	1	20	28
12320	4711797001069	120115	2	42	48
12321	4711797001076	120115	2	42	48
12322	4711797001113	120115	2	18	32
12323	4711797001120	120115	1	24	35
12324	4711797001137	120115	2	130	178
12325	4711797001151	120115	1	35	49
12326	4711797001168	120115	1	21	24
12327	4711797001182	120115	1	15	21
12328	4711797001199	120115	1	21	24
12329	4711797001212	120115	2	36	56
12330	4711797001236	120115	1	22	28
12331	4711797001274	120115	1	40	58
12332	4711797001281	120115	1	21	24
12333	4711797001298	120115	1	19	31
12334	4711797001311	120115	1	11	16
12335	4711797500012	120115	1	27	38
12336	4711797500029	120115	1	27	38
12337	4711797500036	120115	1	27	38
12338	4711797500043	120115	1	22	35
12339	4711797500067	120115	1	27	38
12340	4711797500081	120115	1	27	38
12341	4711797500098	120115	1	27	38
12342	4711797500104	120115	1	27	38
12343	4711797500111	120115	1	27	38
12344	4711797500135	120115	1	35	49
12345	4711797500142	120115	2	60	84
12346	4711797500159	120115	1	22	35
12347	4711797500173	120115	1	22	26
12348	4711797600019	120115	2	38	46
12349	4711797600026	120115	1	19	23
12350	4711800114038	560337	1	31	45
12351	4711800114045	560329	1	40	59
12352	4711800114069	560350	1	94	135
12353	4711800114120	560350	1	35	55
12354	4711800114175	560311	1	36	48
12355	4711800114182	560316	1	32	48
12356	4711800130045	560348	1	35	49
12357	4711800130113	560348	1	60	81
12358	4711800130120	560307	1	32	48
12359	4711800130137	560307	1	32	48
12360	4711800130151	560307	1	62	82
12361	4711800130182	560307	1	55	88
12362	4711800130199	560307	1	62	82
12363	4711800130205	560307	1	91	118
12364	4711800130397	560307	1	47	65
12365	4711800130526	560307	1	41	65
12366	4711800130571	560307	1	45	59
12367	4711800130663	560307	1	60	81
12368	4711800130823	560307	1	38	59
12369	4711800201066	560301	1	18	24
12370	4711800201233	560322	2	36	58
12371	4711800201615	560350	1	22	32
12372	4711800201622	560350	1	40	58
12373	4711800501012	560358	1	48	69
12374	4711800501029	560334	1	45	75
12375	4711800501036	560334	1	60	85
12376	4711800501050	560306	1	115	165
12377	4711800501067	560334	1	83	128
12378	4711800501074	560335	2	32	50
12379	4711800501081	560357	2	40	66
12380	4711800501098	560317	1	110	145
12381	4711800501142	560336	1	17	27
12382	4711800501166	560335	2	52	90
12383	4711800501197	560309	1	40	55
12384	4711800501203	560334	2	136	198
12385	4711800501210	560334	1	62	85
12386	4711800501272	560334	1	62	85
12387	4711800501296	560334	1	52	75
12388	4711800501326	560334	1	83	115
12389	4711800501364	560344	1	142	199
12390	4711800501395	560337	1	44	65
12391	4711800501401	560356	2	182	258
12392	4711800501432	560336	1	41	58
12393	4711800501449	560357	1	76	119
12394	4711800501470	560341	1	785	1090
12395	4711800501562	560309	1	40	58
12396	4711800501616	560337	1	49	69
12397	4711800501623	560343	1	25	39
12398	4711800501647	560335	1	35	52
12399	4711800501678	560336	1	40	58
12400	4711800501685	560334	1	52	75
12401	4711800501722	560311	1	35	52
12402	4711800501838	560335	1	41	59
12403	4711800501852	560356	1	94	135
12404	4711800501869	560358	1	146	199
12405	4711800501876	560358	1	146	189
12406	4711800501883	560358	1	146	199
12407	4711800501890	560306	1	154	225
12408	4711800511042	570306	1	41	59
12409	4711800511059	570307	2	94	138
12410	4711800511066	570307	1	167	250
12411	4711800511073	570301	1	89	122
12412	4711800511080	570301	1	51	78
12413	4711800511097	570212	2	334	500
12414	4711800511110	570206	2	140	198
12415	4711800511165	570206	1	136	189
12416	4711800511189	570201	1	220	320
12417	4711800511288	570201	1	220	320
12418	4711800511349	570206	1	104	159
12419	4711800511370	570212	1	440	625
12420	4711800511493	570308	1	62	95
12421	4711800511509	570308	3	210	315
12422	4711800511622	570211	1	2310	2999
12423	4711800511646	570205	1	126	185
12424	4711800511783	570212	1	240	350
12425	4711800511806	570302	1	20	30
12426	4711800511820	570310	1	62	95
12427	4711800521034	560339	1	40	57
12428	4711800521041	560339	1	62	82
12429	4711800531040	560316	1	25	34
12430	4711800531064	560409	1	45	65
12431	4711800531088	560345	1	60	85
12432	4711800531187	560359	1	94	128
12433	4711800531248	560359	1	62	89
12434	4711800531255	560344	1	78	109
12435	4711800531262	560322	1	62	85
12436	4711800531323	560504	1	247	360
12437	4711800531347	560322	1	62	89
12438	4711800531354	560326	1	165	216
12439	4711800531378	560409	1	90	135
12440	4711800531385	560409	1	36	49
12441	4711800531392	560409	1	48	69
12442	4711800531439	560517	1	198	290
12443	4711800531446	560509	1	264	390
12444	4711800820014	560334	1	88	115
12445	4711800820021	560334	1	82	119
12446	4711800820076	560357	1	104	150
12447	4711800820083	560357	1	99	145
12448	4711800840111	570201	1	313	460
12449	4711800840272	570205	1	539	750
12450	4711811101157	130402	1	58	68
12451	4711811102079	130404	1	51	60
12452	4711811104073	130405	2	80	98
12453	4711811105155	130401	1	40	49
12454	4711815510719	730102	1	156	199
12455	4711815510818	730102	1	166	199
12456	4711815541898	730102	1	117	155
12457	4711815575275	730102	1	76	89
12458	4711815842230	730105	1	70	85
12459	4711815921256	730107	1	123	159
12460	4711815921287	730107	1	284	379
12461	4711821100140	590206	1	36	54
12462	4711821100584	590504	1	110	199
12463	4711821100973	590318	1	57	79
12464	4711821100980	590318	1	57	75
12465	4711821100997	590318	1	57	79
12466	4711821101000	590318	2	114	158
12467	4711836801148	130402	1	142	185
12468	4711840604230	100418	1	32	45
12469	4711840604414	100418	1	32	45
12470	4711840607231	100418	1	85	119
12471	4711840607415	100418	1	85	119
12472	4711840607613	100418	1	85	119
12473	4711847110246	100218	1	44	55
12474	4711847113032	110405	1	36	45
12475	4711849000156	120108	1	50	65
12476	4711856000088	110501	1	9	10
12477	4711856000101	110501	3	99	126
12478	4711856000125	110501	5	45	50
12479	4711856000170	110515	1	33	40
12480	4711856000385	110504	1	90	115
12481	4711856000392	110504	1	33	40
12482	4711856000408	110504	1	33	40
12483	4711856000415	110504	1	33	42
12484	4711856000422	110504	1	33	42
12485	4711856000620	110504	1	110	140
12486	4711856000644	100303	1	80	99
12487	4711856000651	100303	1	53	62
12488	4711856000668	100303	1	53	62
12489	4711856000675	100303	2	106	130
12490	4711856000682	100303	1	53	65
12491	4711856000699	100303	1	53	65
12492	4711856000705	100303	1	53	65
12493	4711856000750	130302	1	36	48
12494	4711856020208	110123	1	9	12
12495	4711856020215	110122	1	9	12
12496	4711863180032	740105	1	60	66
12497	4711863180070	740105	1	69	99
12498	4711863180087	740105	1	58	89
12499	4711863180100	740105	1	69	94
12500	4711863180261	740106	1	66	75
12501	4711863180292	740306	1	69	99
12502	4711863180810	740205	1	145	199
12503	4711863180827	740105	1	50	59
12504	4711863180889	740805	1	76	129
12505	4711863180896	740205	2	100	131
12506	4711863180919	740805	1	115	179
12507	4711863180926	740805	2	260	398
12508	4711863370013	760155	1	216	259
12509	4711863370037	760155	1	270	324
12510	4711863590077	712102	2	8000	9980
12511	4711863590084	712102	1	4952	6990
12512	4711863612076	530108	1	68	95
12513	4711863613059	530104	2	70	98
12514	4711866000115	740206	1	140	199
12515	4711866000221	570309	1	33	49
12516	4711866000665	570201	1	243	360
12517	4711866002348	740106	1	90	129
12518	4711866003154	520473	1	185	199
12519	4711866003222	740306	2	140	198
12520	4711866003314	740306	1	65	99
12521	4711866007060	740206	1	200	299
12522	4711866007084	740206	1	140	199
12523	4711866007091	740206	1	140	199
12524	4711866007176	740206	1	140	199
12525	4711866007190	520473	1	185	199
12526	4711866008760	740106	1	194	299
12527	4711866383010	740306	1	65	99
12528	4711866383027	740306	1	70	99
12529	4711866383034	740306	1	70	99
12530	4711866383041	740306	1	70	99
12531	4711866383072	740306	1	70	99
12532	4711866384017	740306	1	65	99
12533	4711870010032	100301	1	85	109
12534	4711870010070	100301	1	67	85
12535	4711883060116	100205	1	19	25
12536	4711883060222	130308	1	37	48
12537	4711885010010	110501	1	39	52
12538	4711885020019	110501	1	39	49
12539	4711885040024	110501	1	34	43
12540	4711885050030	110501	1	24	32
12541	4711885060039	110501	1	24	32
12542	4711885070014	110122	1	17	23
12543	4711885080013	110505	1	35	45
12544	4711885090012	110505	1	35	45
12545	4711885100087	110136	1	34	44
12546	4711885110031	110122	1	20	27
12547	4711885120030	110505	1	36	45
12548	4711885130039	110126	1	20	26
12549	4711885140038	110128	1	24	32
12550	4711885150037	110122	1	20	27
12551	4711885250034	110136	1	20	25
12552	4711885260033	110136	1	23	29
12553	4711885270032	110122	1	43	55
12554	4711888120112	720514	1	108	151
12555	4711894103888	740104	1	40	69
12556	4711894206268	320202	3	240	357
12557	4711894217530	320201	1	80	119
12558	4711898000060	730301	1	39	55
12559	4711898000077	730301	1	36	49
12560	4711898000091	730301	1	13	18
12561	4711898000206	730301	1	30	42
12562	4711898000213	730301	1	22	29
12563	4711898000251	730301	1	36	49
12564	4711898000336	730301	1	28	40
12565	4711898000985	730309	2	158	220
12566	4711908601119	590108	1	32	49
12567	4711908602116	590108	1	32	49
12568	4711911200088	530123	1	203	259
12569	4711911200194	530123	1	230	280
12570	4711911200323	530112	1	120	150
12571	4711912000021	100323	1	33	42
12572	4711912000069	100516	1	227	239
12573	4711916161100	590311	3	78	99
12574	4711918030084	100310	1	60	75
12575	4711926724012	120110	1	61	76
12576	4711926724029	120110	1	60	76
12577	4711926724036	120110	1	61	72
12578	4711926724173	120110	1	60	72
12579	4711926724524	120110	1	95	118
12580	4711926724647	120101	1	95	118
12581	4711926725194	120101	1	95	118
12582	4711926725200	120101	1	95	118
12583	4711926725651	120110	1	33	43
12584	4711931220110	100103	1	42	52
12585	4711935917870	520502	1	20	30
12586	4711962050014	100410	1	26	36
12587	4711963106635	560404	1	65	94
12588	4711963803046	750101	1	78	120
12589	4711963803053	750814	2	60	90
12590	4711963803145	750101	3	330	477
12591	4711963803312	750105	1	470	650
12592	4711963803329	750106	1	140	199
12593	4711967200407	100418	1	128	160
12594	4711967201206	100613	1	65	89
12595	4711967202005	100613	1	68	84
12596	4711967203408	100444	1	150	200
12597	4711967206560	100418	1	123	169
12598	4711967211533	100418	1	123	110
12599	4711967251539	100418	1	123	169
12600	4711967260401	100418	4	512	646
12601	4711967280409	100418	1	128	170
12602	4711967281536	100418	1	123	169
12603	4711967402009	100444	2	280	250
12604	4711970140004	110507	1	114	142
12605	4711970140028	110507	1	114	142
12606	4711970140035	110507	1	114	142
12607	4711970140059	110122	1	109	97
12608	4711970140066	110504	1	114	142
12609	4711980000183	300428	1	54	72
12610	4711980000299	300414	1	94	125
12611	4711980000305	300414	1	126	168
12612	4711980110615	300424	1	182	220
12613	4711980111711	300428	1	143	195
12614	4711985000416	100422	1	82	102
12615	4711985000423	100423	1	56	68
12616	4711985000430	100422	1	41	52
12617	4711985000447	100423	2	56	70
12618	4711985005015	100423	1	26	34
12619	4711985005053	100422	1	33	42
12620	4711985005107	100423	1	18	23
12621	4711985005114	100432	1	28	35
12622	4711985005503	100422	1	26	30
12623	4711985005572	110138	1	46	62
12624	4711985005589	110202	1	46	62
12625	4711985005602	100422	1	38	48
12626	4711985005626	110103	1	52	65
12627	4711985006005	110102	1	28	35
12628	4711985006029	110102	1	56	70
12629	4711985006043	110102	1	47	58
12630	4711985006050	110102	1	25	32
12631	4711985100017	110103	1	52	58
12632	4711985100024	110103	1	52	58
12633	4711989888874	530116	1	91	119
12634	4711989888898	530207	1	100	135
12635	4711989889017	530116	1	91	119
12636	4711989889109	300709	1	316	435
12637	4711989889116	300709	1	253	349
12638	4711989889611	530116	1	91	119
12639	4711989889642	530116	1	86	115
12640	4711989889659	300708	1	252	349
12641	4711998836811	100426	1	75	109
12642	4712008400022	100112	1	52	69
12643	4712008400121	100112	1	52	69
12644	4712008400138	100112	1	52	69
12645	4712008400145	100112	1	52	66
12646	4712019100591	100201	1	45	49
12647	4712019100607	100201	1	35	39
12648	4712023007787	130102	1	13	15
12649	4712023028850	100513	1	43	59
12650	4712023028867	130102	1	13	17
12651	4712023775440	500207	1	68	95
12652	4712023775631	500707	1	90	129
12653	4712023775648	520424	1	45	65
12654	4712023775655	500707	1	95	135
12655	4712023775686	520424	1	45	65
12656	4712023775693	520424	1	45	62
12657	4712023910643	510110	1	785	1099
12658	4712031000015	110103	1	55	69
12659	4712031000022	110103	1	51	68
12660	4712031000053	110103	2	102	132
12661	4712031000060	110103	1	57	69
12662	4712031000138	110201	1	73	69
12663	4712031000145	110201	1	37	46
12664	4712031000152	110201	1	56	69
12665	4712031000169	110201	1	39	49
12666	4712031000176	110201	1	32	42
12667	4712031000183	110201	1	38	48
12668	4712031000336	110201	1	40	50
12669	4712031000350	110815	1	69	88
12670	4712031000367	110815	1	69	68
12671	4712031000374	110815	1	69	88
12672	4712031000381	110815	1	105	132
12673	4712031000398	100443	2	44	58
12674	4712031000404	110202	2	48	62
12675	4712031000411	110338	1	34	45
12676	4712031000428	110202	1	26	32
12677	4712031000435	110202	1	32	39
12678	4712031000473	110201	1	35	44
12679	4712031000497	110202	1	26	32
12680	4712031000541	100444	1	48	75
12681	4712031000565	110102	1	31	37
12682	4712031000572	110142	1	56	69
12683	4712031000596	100431	2	28	50
12684	4712031000602	110332	5	155	200
12685	4712031000633	110201	1	20	26
12686	4712031000657	110201	1	37	46
12687	4712031000664	110815	1	105	139
12688	4712031000671	110815	1	62	68
12689	4712031000688	110815	1	69	68
12690	4712031000701	110815	1	47	59
12691	4712031000718	110332	1	122	156
12692	4712031000725	110815	1	119	149
12693	4712031000732	110815	1	43	55
12694	4712031000763	110312	1	59	75
12695	4712031000770	110314	1	88	112
12696	4712031000787	110334	1	76	98
12697	4712031000893	110309	1	29	38
12698	4712031000978	100423	1	58	76
12699	4712031000985	100422	1	72	98
12700	4712031000992	100422	1	66	85
12701	4712031001012	110338	2	80	100
12702	4712031001029	110334	1	43	56
12703	4712031001036	110334	1	38	47
12704	4712031001043	110334	1	38	47
12705	4712031001081	110102	1	19	23
12706	4712031001098	110102	1	19	24
12707	4712032813027	110505	1	21	26
12708	4712032833049	110507	1	70	89
12709	4712044833167	530111	1	98	130
12710	4712044883100	530110	1	98	130
12711	4712044883117	530110	1	98	123
12712	4712044883124	530110	1	98	123
12713	4712048021010	110113	2	154	146
12714	4712048022017	110109	2	154	198
12715	4712048870113	100433	1	118	145
12716	4712048870137	100433	1	46	57
12717	4712048870144	100433	1	48	59
12718	4712054600377	520206	1	23	35
12719	4712054600391	520415	1	27	42
12720	4712054600520	510417	1	135	199
12721	4712054600537	510527	1	135	199
12722	4712054600582	520424	1	42	62
12723	4712054600643	520126	1	25	37
12724	4712054600865	510428	1	150	208
12725	4712054600933	510527	1	100	149
12726	4712054600971	510417	2	390	550
12727	4712054600988	510428	1	40	59
12728	4712054601053	510417	1	80	113
12729	4712054601060	510417	1	40	59
12730	4712054601077	520126	1	33	47
12731	4712054601084	510428	1	35	52
12732	4712054601091	510428	1	35	52
12733	4712054601121	510417	1	85	125
12734	4712054601138	510424	1	95	128
12735	4712054601145	520302	1	38	56
12736	4712054601190	520425	2	180	270
12737	4712054601206	510428	1	71	99
12738	4712054601213	510428	1	71	99
12739	4712054601299	510539	1	180	246
12740	4712054700206	500101	1	38	54
12741	4712054700213	500101	1	53	71
12742	4712054700237	500102	1	30	40
12743	4712054700299	500112	2	16	28
12744	4712054700305	500112	1	7	12
12745	4712054700459	500112	1	7	13
12746	4712054701371	500102	1	54	75
12747	4712054702255	500105	1	45	66
12748	4712054702538	500101	1	46	62
12749	4712054702552	500101	2	84	112
12750	4712054790245	520328	1	26	39
12751	4712054810332	520503	1	30	49
12752	4712054820416	520504	1	36	55
12753	4712057000297	520414	2	40	64
12754	4712057000303	520414	1	28	45
12755	4712057003236	520502	1	20	30
12756	4712063002704	760938	1	416	539
12757	4712063002896	760938	1	416	539
12758	4712063002902	761112	1	416	509
12759	4712063003237	761112	1	277	339
12760	4712067898815	100407	1	38	52
12761	4712067898839	100408	2	76	104
12762	4712067898846	100413	1	38	49
12763	4712067898853	100413	1	46	65
12764	4712067898860	100421	1	30	40
12765	4712067898877	100407	1	30	42
12766	4712067898884	100407	4	120	160
12767	4712067898914	100413	1	38	52
12768	4712067898921	100413	1	38	52
12769	4712067899119	100408	1	150	184
12770	4712067899126	100413	2	152	190
12771	4712067899140	100413	1	83	105
12772	4712067899157	100413	1	83	105
12773	4712067899164	100421	1	73	95
12774	4712067899171	100413	1	83	105
12775	4712067899218	100431	2	180	168
12776	4712067899256	100416	2	210	270
12777	4712067899263	100416	1	105	135
12778	4712067899270	100408	2	218	270
12779	4712067899287	100413	2	180	184
12780	4712067899324	100443	1	93	109
12781	4712067899331	100443	1	93	109
12782	4712072000012	100515	1	95	114
12783	4712072000029	100515	2	288	368
12784	4712076000568	500301	1	49	63
12785	4712076000575	500301	1	49	66
12786	4712076000612	500301	1	84	71
12787	4712076000629	500301	1	84	119
12788	4712076000636	500301	3	252	357
12789	4712076000643	500301	1	84	119
12790	4712076000650	500301	1	65	73
12791	4712076005013	500903	1	28	45
12792	4712076005136	500903	1	180	299
12793	4712076005143	500903	5	900	1421
12794	4712076005198	500903	1	66	99
12795	4712076005204	500903	1	66	99
12796	4712076005242	500903	1	53	82
12797	4712076005259	500903	1	58	85
12798	4712076005310	500903	1	66	94
12799	4712076005327	500903	1	66	99
12800	4712076005334	500903	1	66	99
12801	4712076005341	500903	1	66	99
12802	4712076005402	500903	2	50	78
12803	4712076005518	500305	1	12	24
12804	4712076005600	500905	1	29	45
12805	4712076006010	500603	1	48	69
12806	4712076610019	320509	2	76	112
12807	4712076610026	320509	1	38	59
12808	4712076610033	320509	5	190	295
12809	4712076610040	320206	2	76	112
12810	4712076610057	320206	2	76	118
12811	4712076610118	320509	4	168	236
12812	4712076610125	320509	1	42	59
12813	4712076610132	320509	1	42	59
12814	4712076610149	320206	2	84	118
12815	4712076610156	320206	2	84	118
12816	4712076611016	320310	1	37	59
12817	4712076620025	320206	1	25	39
12818	4712076620032	320206	2	50	74
12819	4712076620056	320206	3	75	111
12820	4712092544718	730303	1	48	69
12821	4712092545708	730303	1	59	81
12822	4712093000107	501101	1	199	278
12823	4712124220115	711103	1	600	664
12824	4712124540190	715001	1	3523	3640
12825	4712134660062	100431	2	400	478
12826	4712134660086	100416	1	190	218
12827	4712134660093	100416	1	190	229
12828	4712134660109	100416	1	190	229
12829	4712134660666	100416	1	200	239
12830	4712134660673	100416	1	200	239
12831	4712134660680	100416	1	200	239
12832	4712142000072	110336	1	15	21
12833	4712143155993	720303	1	121	179
12834	4712147200118	130402	1	62	75
12835	4712147200217	130316	1	116	149
12836	4712147200507	130403	1	126	169
12837	4712147200606	130403	1	130	157
12838	4712155511015	120115	1	73	95
12839	4712155611012	120115	1	23	28
12840	4712155611043	120115	1	23	30
12841	4712155615010	120115	1	129	157
12842	4712155615027	120115	1	129	157
12843	4712155711019	120115	1	64	83
12844	4712155712016	120115	1	60	78
12845	4712155811030	120115	1	73	90
12846	4712155812013	120115	1	44	58
12847	4712155831014	120115	1	41	55
12848	4712155832011	120115	1	53	68
12849	4712162000038	110217	1	150	166
12850	4712162000113	110217	2	412	460
12851	4712162000120	110217	1	197	220
12852	4712162000137	110217	1	179	190
12853	4712166508042	130102	1	35	45
12854	4712166508059	130103	1	30	37
12855	4712166508066	130102	1	35	45
12856	4712172010010	100303	1	49	59
12857	4712172130015	100322	1	245	289
12858	4712172150020	100322	1	420	445
12859	4712172150068	100311	1	105	135
12860	4712172200015	100321	1	60	79
12861	4712172200091	100106	1	160	188
12862	4712172202040	100303	1	65	85
12863	4712172250010	100205	1	47	59
12864	4712172250027	100205	1	47	59
12865	4712172500016	100322	1	390	439
12866	4712179106808	130313	1	22	30
12867	4712187000013	711601	1	223	290
12868	4712187000129	731304	1	285	360
12869	4712187001003	711601	1	347	430
12870	4712187001010	711601	1	314	390
12871	4712187005605	711601	1	219	270
12872	4712187012825	711601	1	220	269
12873	4712187012948	711601	1	305	380
12874	4712187012979	711602	1	361	450
12875	4712187012986	711601	1	314	390
12876	4712187020011	711601	1	333	399
12877	4712187021001	711602	1	300	361
12878	4712187028093	731301	1	128	171
12879	4712187028154	731301	1	147	199
12880	4712187056003	710102	1	230	299
12881	4712187081012	713001	1	1428	1550
12882	4712187081050	713001	1	2000	2490
12883	4712187083061	711501	1	1619	1852
12884	4712187083085	711501	1	1619	1950
12885	4712187083092	711501	1	1523	1850
12886	4712187084020	710604	1	857	1180
12887	4712191888911	100203	2	64	78
12888	4712202001018	100213	1	46	65
12889	4712207410594	100113	1	130	165
12890	4712222000206	711314	1	140	199
12891	4712222000213	711314	1	276	380
12892	4712222200316	711305	1	2	4
12893	4712222300108	711303	1	238	349
12894	4712222300139	711321	3	42	57
12895	4712222300375	711303	1	100	149
12896	4712222400020	711302	1	58	88
12897	4712222400037	711302	2	128	176
12898	4712222400075	711302	1	64	88
12899	4712222400099	711302	1	90	120
12900	4712222400105	711305	2	174	240
12901	4712222400136	711302	1	171	249
12902	4712222500065	711307	1	77	115
12903	4712222500195	711311	1	407	590
12904	4712222500287	710401	1	184	279
12905	4712222500300	711409	1	126	180
12906	4712222500423	711314	1	87	125
12907	4712222500461	710402	1	390	499
12908	4712222500478	711314	1	87	125
12909	4712222500485	711303	1	314	399
12910	4712246662886	100301	1	18	25
12911	4712246663166	100101	1	17	24
12912	4712246668222	100302	1	53	69
12913	4712269111903	761112	1	618	681
