index	ID	年龄	区域
19355	01773040  	F 	E 
19356	01773101  	B 	D 
19357	01773149  	C 	C 
19358	01773156  	G 	C 
19359	01773170  	A 	E 
19360	01773224  	B 	F 
19361	01773309  	B 	A 
19362	01773323  	B 	A 
19363	01773330  	D 	H 
19364	01773361  	C 	C 
19365	01773385  	C 	A 
19366	01773415  	F 	C 
19367	01773453  	A 	F 
19368	01773507  	J 	C 
19369	01773521  	A 	C 
19370	01773576  	C 	E 
19371	01773583  	G 	B 
19372	01773620  	C 	A 
19373	01773651  	J 	A 
19374	01773682  	C 	G 
19375	01773743  	F 	A 
19376	01773750  	G 	F 
19377	01773767  	E 	D 
19378	01773774  	G 	C 
19379	01773798  	A 	F 
19380	01773828  	D 	E 
19381	01773880  	G 	F 
19382	01773903  	I 	E 
19383	01773910  	F 	D 
19384	01774009  	C 	G 
19385	01774016  	E 	F 
19386	01774023  	G 	E 
19387	01774030  	C 	D 
19388	01774047  	J 	C 
19389	01774054  	F 	F 
19390	01774078  	B 	D 
19391	01774092  	D 	C 
19392	01774108  	D 	C 
19393	01774153  	C 	E 
19394	01774214  	C 	G 
19395	01774245  	D 	E 
19396	01774290  	D 	H 
19397	01774313  	A 	E 
19398	01774337  	D 	G 
19399	01774375  	F 	E 
19400	01774436  	E 	D 
19401	01774504  	D 	F 
19402	01774559  	D 	F 
19403	01774641  	E 	E 
19404	01774672  	H 	C 
19405	01774689  	G 	C 
19406	01774733  	J 	C 
19407	01774764  	F 	A 
19408	01774795  	B 	C 
19409	01774801  	D 	G 
19410	01774832  	E 	C 
19411	01774900  	C 	E 
19412	01774917  	E 	C 
19413	01774955  	J 	A 
19414	01775044  	B 	C 
19415	01775099  	B 	E 
19416	01775112  	D 	D 
19417	01775129  	C 	C 
19418	01775211  	F 	C 
19419	01775235  	D 	C 
19420	01775266  	B 	D 
19421	01775303  	G 	D 
19422	01775334  	F 	F 
19423	01775396  	C 	E 
19424	01775426  	F 	F 
19425	01775471  	I 	F 
19426	01775488  	F 	E 
19427	01775501  	G 	G 
19428	01775518  	F 	F 
19429	01775532  	E 	E 
19430	01775556  	G 	D 
19431	01775587  	C 	D 
19432	01775624  	C 	G 
19433	01775631  	J 	E 
19434	01775648  	K 	H 
19435	01775655  	E 	G 
19436	01775662  	D 	F 
19437	01775679  	B 	F 
19438	01775761  	C 	C 
19439	01775785  	F 	C 
19440	01775815  	D 	C 
19441	01775822  	C 	F 
19442	01775860  	H 	F 
19443	01775877  	E 	C 
19444	01775884  	C 	D 
19445	01775907  	C 	F 
19446	01775945  	D 	C 
19447	01776065  	E 	C 
19448	01776072  	F 	C 
19449	01776089  	E 	C 
19450	01776096  	D 	E 
19451	01776102  	J 	B 
19452	01776119  	G 	G 
19453	01776140  	D 	G 
19454	01776157  	E 	C 
19455	01776232  	E 	C 
19456	01776270  	F 	C 
19457	01776300  	C 	C 
19458	01776317  	D 	D 
19459	01776362  	E 	F 
19460	01776386  	B 	F 
19461	01776393  	A 	E 
19462	01776423  	D 	E 
19463	01776430  	B 	E 
19464	01776454  	F 	C 
19465	01776492  	E 	E 
19466	01776546  	H 	G 
19467	01776560  	E 	B 
19468	01776614  	B 	C 
19469	01776683  	B 	G 
19470	01776706  	C 	C 
19471	01776782  	B 	E 
19472	01776836  	D 	E 
19473	01776935  	E 	F 
19474	01776997  	C 	A 
19475	01777024  	F 	E 
19476	01777079  	E 	C 
19477	01777109  	B 	F 
19478	01777130  	B 	G 
19479	01777147  	B 	H 
19480	01777208  	D 	F 
19481	01777222  	C 	G 
19482	01777284  	E 	E 
19483	01777321  	B 	A 
19484	01777369  	A 	E 
19485	01777390  	C 	C 
19486	01777420  	B 	F 
19487	01777437  	D 	D 
19488	01777505  	E 	G 
19489	01777567  	D 	E 
19490	01777635  	C 	G 
19491	01777659  	G 	C 
19492	01777673  	G 	E 
19493	01777680  	A 	C 
19494	01777710  	B 	C 
19495	01777758  	G 	E 
19496	01777765  	J 	E 
19497	01777772  	H 	E 
19498	01777789  	I 	G 
19499	01777796  	A 	C 
19500	01777840  	D 	A 
19501	01777871  	B 	G 
19502	01777925  	J 	C 
19503	01777932  	H 	E 
19504	01777970  	B 	E 
19505	01777987  	C 	E 
19506	01778007  	F 	E 
19507	01778014  	F 	F 
19508	01778021  	J 	C 
19509	01778069  	C 	E 
19510	01778182  	E 	G 
19511	01778212  	G 	C 
19512	01778236  	F 	F 
19513	01778298  	C 	E 
19514	01778304  	C 	E 
19515	01778366  	C 	E 
19516	01778380  	B 	F 
19517	01778410  	B 	F 
19518	01778434  	D 	F 
19519	01778441  	D 	C 
19520	01778489  	B 	C 
19521	01778526  	B 	A 
19522	01778557  	C 	F 
19523	01778564  	D 	G 
19524	01778571  	J 	G 
19525	01778588  	C 	C 
19526	01778595  	E 	C 
19527	01778618  	E 	F 
19528	01778670  	A 	D 
19529	01778694  	C 	F 
19530	01778724  	D 	D 
19531	01778793  	D 	F 
19532	01778830  	C 	D 
19533	01778847  	G 	D 
19534	01778878  	D 	E 
19535	01778915  	F 	E 
19536	01778922  	J 	G 
19537	01778977  	J 	A 
19538	01779042  	E 	D 
19539	01779066  	F 	G 
19540	01779134  	D 	D 
19541	01779141  	D 	E 
19542	01779172  	A 	E 
19543	01779196  	B 	E 
19544	01779233  	C 	F 
19545	01779257  	K 	E 
19546	01779288  	E 	F 
19547	01779295  	E 	A 
19548	01779301  	E 	G 
19549	01779370  	C 	F 
19550	01779394  	D 	G 
19551	01779400  	C 	G 
19552	01779448  	E 	E 
19553	01779462  	A 	F 
19554	01779554  	I 	E 
19555	01779585  	D 	E 
19556	01779608  	C 	F 
19557	01779615  	C 	E 
19558	01779639  	D 	E 
19559	01779646  	D 	A 
19560	01779684  	C 	G 
19561	01779691  	D 	F 
19562	01779783  	B 	E 
19563	01779790  	I 	C 
19564	01779806  	D 	F 
19565	01779820  	F 	G 
19566	01779837  	D 	F 
19567	01779844  	B 	G 
19568	01779929  	C 	F 
19569	01780000  	D 	F 
19570	01780024  	C 	D 
19571	01780062  	B 	E 
19572	01780154  	B 	F 
19573	01780178  	E 	F 
19574	01780208  	A 	C 
19575	01780239  	E 	E 
19576	01780284  	F 	F 
19577	01780314  	D 	E 
19578	01780321  	C 	E 
19579	01780338  	D 	E 
19580	01780406  	F 	E 
19581	01780413  	E 	C 
19582	01780451  	F 	G 
19583	01780512  	D 	C 
19584	01780536  	D 	C 
19585	01780550  	C 	G 
19586	01780567  	F 	D 
19587	01780604  	C 	F 
19588	01780635  	B 	E 
19589	01780659  	H 	G 
19590	01780703  	C 	F 
19591	01780871  	G 	F 
19592	01780949  	A 	E 
19593	01780956  	E 	G 
19594	01780994  	F 	F 
19595	01781007  	F 	F 
19596	01781014  	C 	D 
19597	01781083  	E 	C 
19598	01781106  	E 	F 
19599	01781151  	F 	E 
19600	01781168  	K 	E 
19601	01781182  	D 	E 
19602	01781236  	A 	C 
19603	01781250  	J 	E 
19604	01781267  	J 	F 
19605	01781274  	J 	A 
19606	01781281  	J 	B 
19607	01781311  	B 	A 
19608	01781328  	J 	A 
19609	01781359  	A 	F 
19610	01781410  	C 	F 
19611	01781601  	C 	C 
19612	01781618  	E 	E 
19613	01781687  	A 	E 
19614	01781779  	E 	F 
19615	01781793  	B 	D 
19616	01781823  	D 	F 
19617	01781830  	A 	F 
19618	01781847  	D 	C 
19619	01781878  	B 	C 
19620	01781885  	C 	A 
19621	01781892  	C 	A 
19622	01781922  	E 	H 
19623	01781946  	H 	C 
19624	01781953  	E 	A 
19625	01781991  	E 	E 
19626	01782042  	C 	F 
19627	01782059  	B 	F 
19628	01782066  	B 	E 
19629	01782240  	A 	F 
19630	01782264  	A 	F 
19631	01782295  	E 	C 
19632	01782318  	D 	E 
19633	01782394  	I 	G 
19634	01782400  	D 	F 
19635	01782417  	D 	C 
19636	01782424  	C 	G 
19637	01782431  	E 	F 
19638	01782479  	D 	G 
19639	01782493  	C 	E 
19640	01782530  	F 	F 
19641	01782622  	E 	H 
19642	01782646  	G 	F 
19643	01782660  	C 	E 
19644	01782684  	B 	E 
19645	01782707  	E 	F 
19646	01782721  	D 	E 
19647	01782738  	F 	G 
19648	01782752  	J 	H 
19649	01782806  	B 	F 
19650	01782844  	E 	G 
19651	01782851  	F 	A 
19652	01782998  	G 	E 
19653	01783001  	B 	G 
19654	01783018  	C 	C 
19655	01783032  	D 	F 
19656	01783087  	A 	H 
19657	01783100  	G 	E 
19658	01783117  	B 	E 
19659	01783148  	F 	F 
19660	01783155  	E 	E 
19661	01783186  	C 	H 
19662	01783193  	F 	E 
19663	01783230  	D 	F 
19664	01783285  	A 	E 
19665	01783322  	B 	F 
19666	01783445  	J 	F 
19667	01783537  	B 	D 
19668	01783599  	C 	G 
19669	01783605  	B 	C 
19670	01783629  	E 	F 
19671	01783643  	G 	G 
19672	01783650  	D 	D 
19673	01783698  	F 	C 
19674	01783759  	E 	E 
19675	01783773  	E 	E 
19676	01783858  	F 	E 
19677	01783872  	F 	F 
19678	01783919  	G 	C 
19679	01783940  	G 	A 
19680	01784039  	B 	E 
19681	01784046  	I 	E 
19682	01784077  	D 	C 
19683	01784107  	C 	F 
19684	01784121  	B 	H 
19685	01784145  	D 	A 
19686	01784169  	C 	G 
19687	01784176  	C 	G 
19688	01784244  	E 	G 
19689	01784251  	F 	F 
19690	01784268  	C 	E 
19691	01784275  	D 	C 
19692	01784299  	C 	E 
19693	01784329  	C 	C 
19694	01784411  	C 	F 
19695	01784701  	E 	F 
19696	01784749  	E 	E 
19697	01784763  	F 	F 
19698	01784824  	F 	E 
19699	01784848  	D 	F 
19700	01784930  	E 	C 
19701	01784985  	C 	F 
19702	01785098  	A 	E 
19703	01785111  	A 	E 
19704	01785180  	D 	F 
19705	01785258  	E 	F 
19706	01785265  	A 	F 
19707	01785289  	C 	E 
19708	01785302  	C 	C 
19709	01785333  	D 	D 
19710	01785364  	E 	A 
19711	01785425  	I 	E 
19712	01785432  	F 	G 
19713	01785449  	A 	E 
19714	01785456  	D 	C 
19715	01785470  	D 	F 
19716	01785494  	A 	F 
19717	01785548  	C 	F 
19718	01785579  	D 	D 
19719	01785630  	E 	H 
19720	01785654  	K 	A 
19721	01785708  	D 	C 
19722	01785715  	J 	F 
19723	01785722  	A 	F 
19724	01785760  	D 	G 
19725	01785777  	E 	E 
19726	01785807  	D 	F 
19727	01785814  	E 	F 
19728	01785821  	J 	E 
19729	01785838  	G 	H 
19730	01785876  	I 	F 
19731	01785883  	D 	F 
19732	01785890  	A 	F 
19733	01785920  	B 	E 
19734	01785968  	D 	F 
19735	01785975  	F 	F 
19736	01785982  	C 	A 
19737	01786019  	B 	E 
19738	01786057  	A 	C 
19739	01786088  	E 	A 
19740	01786101  	D 	A 
19741	01786118  	C 	F 
19742	01786149  	C 	F 
19743	01786156  	C 	F 
19744	01786170  	C 	D 
19745	01786187  	D 	F 
19746	01786224  	F 	C 
19747	01786248  	F 	F 
19748	01786323  	D 	F 
19749	01786422  	I 	F 
19750	01786439  	G 	H 
19751	01786477  	F 	C 
19752	01786484  	D 	F 
19753	01786491  	D 	G 
19754	01786514  	D 	F 
19755	01786613  	H 	C 
19756	01786699  	B 	F 
19757	01786774  	D 	F 
19758	01786781  	D 	C 
19759	01786804  	D 	A 
19760	01786811  	C 	G 
19761	01786835  	B 	E 
19762	01786866  	C 	D 
19763	01786903  	B 	E 
19764	01786910  	E 	E 
19765	01786965  	E 	D 
19766	01786972  	D 	D 
19767	01787009  	C 	F 
19768	01787030  	C 	G 
19769	01787085  	D 	F 
19770	01787108  	F 	F 
19771	01787139  	B 	F 
19772	01787146  	J 	F 
19773	01787160  	B 	C 
19774	01787191  	E 	F 
19775	01787207  	D 	G 
19776	01787221  	F 	D 
19777	01787252  	C 	B 
19778	01787283  	D 	E 
19779	01787290  	B 	D 
19780	01787306  	F 	E 
19781	01787368  	I 	E 
19782	01787412  	D 	E 
19783	01787573  	D 	F 
19784	01787580  	J 	D 
19785	01787719  	G 	C 
19786	01787795  	C 	D 
19787	01787887  	D 	E 
19788	01787917  	D 	D 
19789	01787948  	A 	H 
19790	01787955  	C 	F 
19791	01787979  	D 	F 
19792	01787993  	C 	F 
19793	01788013  	E 	E 
19794	01788020  	D 	E 
19795	01788068  	E 	B 
19796	01788150  	D 	A 
19797	01788211  	H 	E 
19798	01788228  	C 	G 
19799	01788266  	D 	E 
19800	01788426  	D 	A 
19801	01788457  	C 	G 
19802	01788464  	B 	E 
19803	01788549  	C 	A 
19804	01788563  	F 	C 
19805	01788648  	F 	H 
19806	01788693  	C 	E 
19807	01788716  	D 	E 
19808	01788730  	C 	E 
19809	01788938  	I 	D 
19810	01788945  	D 	F 
19811	01789003  	D 	E 
19812	01789010  	A 	G 
19813	01789072  	D 	D 
19814	01789164  	C 	G 
19815	01789188  	G 	E 
19816	01789195  	D 	E 
19817	01789225  	D 	E 
19818	01789256  	C 	G 
19819	01789317  	E 	A 
19820	01789324  	E 	A 
19821	01789430  	C 	D 
19822	01789461  	D 	C 
19823	01789492  	E 	G 
19824	01789546  	E 	D 
19825	01789553  	D 	H 
19826	01789645  	G 	D 
19827	01789676  	D 	G 
19828	01789737  	C 	F 
19829	01789768  	E 	D 
19830	01789782  	D 	C 
19831	01789850  	E 	A 
19832	01790016  	D 	B 
19833	01790054  	B 	G 
19834	01790139  	J 	E 
19835	01790184  	D 	G 
19836	01790207  	D 	F 
19837	01790238  	F 	F 
19838	01790252  	B 	H 
19839	01790276  	D 	F 
19840	01790351  	A 	B 
19841	01790566  	C 	F 
19842	01790603  	E 	F 
19843	01790610  	H 	C 
19844	01790641  	D 	G 
19845	01790771  	E 	C 
19846	01790818  	F 	F 
19847	01790825  	J 	E 
19848	01790948  	C 	F 
19849	01791112  	D 	G 
19850	01791129  	F 	F 
19851	01791181  	B 	F 
19852	01791242  	I 	A 
19853	01791280  	D 	E 
19854	01791303  	B 	F 
19855	01791396  	A 	E 
19856	01791440  	C 	E 
19857	01791471  	C 	H 
19858	01791525  	F 	E 
19859	01791549  	E 	F 
19860	01791563  	H 	D 
19861	01791587  	I 	E 
19862	01791617  	J 	E 
19863	01791648  	F 	E 
19864	01791723  	G 	F 
19865	01791754  	C 	G 
19866	01791792  	C 	E 
19867	01791808  	F 	F 
19868	01791815  	C 	C 
19869	01791839  	H 	C 
19870	01791853  	C 	G 
19871	01791860  	B 	G 
19872	01791884  	D 	C 
19873	01791938  	A 	E 
19874	01791969  	D 	G 
19875	01791990  	D 	E 
19876	01792010  	J 	H 
19877	01792041  	A 	E 
19878	01792089  	D 	F 
19879	01792096  	B 	E 
19880	01792102  	C 	E 
19881	01792195  	E 	D 
19882	01792225  	E 	G 
19883	01792348  	J 	B 
19884	01792362  	C 	D 
19885	01792393  	H 	E 
19886	01792492  	C 	E 
19887	01792560  	D 	G 
19888	01792591  	C 	G 
19889	01792638  	F 	F 
19890	01792645  	C 	D 
19891	01792713  	B 	E 
19892	01792737  	E 	G 
19893	01792768  	C 	F 
19894	01792898  	C 	F 
19895	01792904  	J 	F 
19896	01792935  	J 	B 
19897	01792942  	B 	E 
19898	01792997  	F 	E 
19899	01793062  	C 	G 
19900	01793093  	B 	F 
19901	01793109  	F 	F 
19902	01793208  	C 	F 
19903	01793215  	D 	F 
19904	01793253  	E 	D 
19905	01793260  	A 	E 
19906	01793284  	A 	E 
19907	01793291  	E 	E 
19908	01793307  	F 	E 
19909	01793420  	C 	C 
19910	01793536  	C 	G 
19911	01793543  	D 	F 
19912	01793604  	C 	F 
19913	01793741  	C 	F 
19914	01793765  	F 	C 
19915	01793796  	E 	H 
19916	01793857  	C 	G 
19917	01793864  	C 	F 
19918	01793925  	A 	E 
19919	01793949  	A 	E 
19920	01793956  	A 	E 
19921	01794021  	E 	D 
19922	01794038  	D 	D 
19923	01794151  	E 	E 
19924	01794168  	E 	A 
19925	01794175  	E 	F 
19926	01794182  	B 	G 
19927	01794199  	B 	D 
19928	01794205  	F 	D 
19929	01794250  	C 	C 
19930	01794328  	F 	A 
19931	01794335  	D 	G 
19932	01794397  	D 	G 
19933	01794403  	C 	F 
19934	01794427  	F 	F 
19935	01794472  	E 	C 
19936	01794533  	F 	E 
19937	01794557  	E 	E 
19938	01794663  	C 	F 
19939	01794717  	F 	F 
19940	01794762  	C 	F 
19941	01794779  	B 	C 
19942	01794793  	D 	F 
19943	01794830  	E 	G 
19944	01794854  	H 	D 
19945	01794861  	F 	C 
19946	01794892  	J 	B 
19947	01794915  	D 	H 
19948	01794939  	C 	F 
19949	01794953  	D 	D 
19950	01794960  	E 	H 
19951	01795004  	C 	F 
19952	01795035  	D 	F 
19953	01795042  	I 	E 
19954	01795059  	B 	F 
19955	01795073  	I 	B 
19956	01795127  	G 	B 
19957	01795141  	F 	E 
19958	01795189  	J 	H 
19959	01795202  	D 	D 
19960	01795295  	D 	E 
19961	01795356  	C 	G 
19962	01795370  	F 	E 
19963	01795431  	E 	G 
19964	01795554  	E 	C 
19965	01795578  	D 	A 
19966	01795585  	D 	D 
19967	01795691  	J 	F 
19968	01795745  	B 	A 
19969	01795769  	J 	B 
19970	01795790  	D 	E 
19971	01795820  	E 	E 
19972	01795844  	C 	D 
19973	01795875  	E 	F 
19974	01795899  	C 	G 
19975	01795912  	C 	E 
19976	01795936  	F 	C 
19977	01796049  	E 	A 
19978	01796100  	D 	E 
19979	01796117  	D 	C 
19980	01796124  	C 	G 
19981	01796131  	C 	D 
19982	01796179  	B 	F 
19983	01796278  	E 	G 
19984	01796384  	E 	D 
19985	01796391  	H 	A 
19986	01796421  	J 	B 
19987	01796452  	E 	F 
19988	01796490  	C 	A 
19989	01796506  	E 	B 
19990	01796513  	B 	G 
19991	01796537  	J 	A 
19992	01796643  	D 	A 
19993	01796650  	F 	G 
19994	01796674  	C 	D 
19995	01796735  	C 	E 
19996	01796742  	D 	E 
19997	01796803  	F 	D 
19998	01796834  	C 	F 
19999	01796919  	C 	E 
20000	01796940  	G 	F 
20001	01796964  	E 	E 
20002	01796995  	G 	H 
20003	01797022  	A 	E 
20004	01797077  	C 	F 
20005	01797107  	J 	C 
20006	01797138  	D 	F 
20007	01797169  	B 	F 
20008	01797268  	C 	E 
20009	01797312  	D 	F 
20010	01797336  	A 	E 
20011	01797343  	D 	F 
20012	01797367  	D 	F 
20013	01797374  	D 	D 
20014	01797381  	H 	D 
20015	01797480  	E 	E 
20016	01797558  	F 	D 
20017	01797565  	G 	G 
20018	01797718  	C 	E 
20019	01797879  	C 	G 
20020	01797954  	C 	D 
20021	01798029  	C 	G 
20022	01798074  	J 	G 
20023	01798081  	B 	C 
20024	01798104  	F 	E 
20025	01798173  	E 	E 
20026	01798210  	D 	C 
20027	01798258  	F 	E 
20028	01798272  	C 	E 
20029	01798289  	C 	A 
20030	01798296  	E 	E 
20031	01798302  	D 	F 
20032	01798319  	K 	E 
20033	01798326  	J 	E 
20034	01798395  	D 	F 
20035	01798401  	C 	F 
20036	01798548  	I 	F 
20037	01798562  	D 	G 
20038	01798593  	H 	F 
20039	01798678  	C 	G 
20040	01798692  	B 	E 
20041	01798708  	E 	F 
20042	01798722  	C 	G 
20043	01798777  	D 	E 
20044	01798807  	G 	F 
20045	01798814  	B 	E 
20046	01798845  	A 	D 
20047	01798890  	D 	F 
20048	01798920  	F 	G 
20049	01798937  	D 	E 
20050	01798944  	E 	C 
20051	01798999  	B 	G 
20052	01799057  	C 	F 
20053	01799088  	F 	D 
20054	01799095  	J 	C 
20055	01799187  	F 	E 
20056	01799231  	C 	C 
20057	01799248  	F 	F 
20058	01799262  	B 	G 
20059	01799286  	D 	C 
20060	01799453  	K 	F 
20061	01799477  	A 	H 
20062	01799484  	C 	G 
20063	01799545  	C 	H 
20064	01799552  	A 	E 
20065	01799613  	D 	E 
20066	01799651  	B 	G 
20067	01799682  	J 	B 
20068	01799699  	F 	E 
20069	01799705  	J 	B 
20070	01799712  	G 	A 
20071	01799873  	F 	F 
20072	01799910  	C 	E 
20073	01799927  	B 	E 
20074	01799941  	G 	E 
20075	01799958  	C 	E 
20076	01799996  	C 	C 
20077	01800012  	D 	A 
20078	01800029  	C 	F 
20079	01800036  	C 	D 
20080	01800074  	A 	E 
20081	01800159  	C 	F 
20082	01800180  	C 	G 
20083	01800203  	G 	E 
20084	01800319  	C 	B 
20085	01800395  	F 	C 
20086	01800418  	D 	G 
20087	01800470  	D 	D 
20088	01800500  	A 	F 
20089	01800531  	E 	H 
20090	01800555  	J 	F 
20091	01800586  	A 	F 
20092	01800593  	A 	F 
20093	01800609  	F 	F 
20094	01800616  	B 	E 
20095	01800630  	G 	E 
20096	01800647  	E 	F 
20097	01800685  	C 	A 
20098	01800753  	D 	G 
20099	01800784  	D 	G 
20100	01800791  	F 	C 
20101	01800821  	F 	F 
20102	01800838  	D 	F 
20103	01800869  	E 	E 
20104	01800883  	H 	C 
20105	01800906  	E 	E 
20106	01800937  	E 	D 
20107	01800951  	B 	A 
20108	01801002  	F 	E 
20109	01801019  	F 	F 
20110	01801101  	H 	E 
20111	01801170  	F 	E 
20112	01801187  	D 	E 
20113	01801316  	A 	G 
20114	01801361  	D 	E 
20115	01801460  	E 	F 
20116	01801507  	C 	F 
20117	01801514  	C 	F 
20118	01801651  	E 	C 
20119	01801668  	J 	E 
20120	01801705  	H 	F 
20121	01801712  	A 	F 
20122	01801774  	D 	C 
20123	01801781  	D 	C 
20124	01801811  	E 	H 
20125	01801828  	A 	H 
20126	01801934  	C 	C 
20127	01801958  	F 	F 
20128	01802054  	C 	C 
20129	01802061  	B 	E 
20130	01802085  	A 	F 
20131	01802115  	I 	E 
20132	01802139  	F 	F 
20133	01802153  	B 	E 
20134	01802221  	J 	H 
20135	01802252  	E 	E 
20136	01802276  	B 	F 
20137	01802313  	H 	E 
20138	01802344  	F 	G 
20139	01802351  	G 	E 
20140	01802375  	D 	F 
20141	01802382  	B 	A 
20142	01802450  	C 	E 
20143	01802511  	E 	F 
20144	01802528  	B 	C 
20145	01802535  	E 	E 
20146	01802566  	F 	H 
20147	01802740  	C 	G 
20148	01802863  	D 	G 
20149	01802894  	B 	F 
20150	01802924  	C 	F 
20151	01802948  	E 	C 
20152	01802986  	A 	E 
20153	01803020  	C 	E 
20154	01803037  	B 	G 
20155	01803051  	C 	E 
20156	01803198  	G 	C 
20157	01803259  	G 	A 
20158	01803273  	B 	G 
20159	01803297  	E 	F 
20160	01803440  	I 	F 
20161	01803457  	B 	G 
20162	01803495  	C 	G 
20163	01803501  	E 	F 
20164	01803549  	G 	C 
20165	01803563  	E 	C 
20166	01803716  	B 	D 
20167	01803730  	C 	C 
20168	01803747  	C 	C 
20169	01803754  	E 	B 
20170	01803785  	B 	C 
20171	01803846  	A 	G 
20172	01803860  	C 	F 
20173	01803891  	F 	G 
20174	01803907  	D 	G 
20175	01803952  	D 	E 
20176	01803976  	I 	F 
20177	01804034  	E 	E 
20178	01804041  	B 	B 
20179	01804072  	C 	F 
20180	01804089  	A 	G 
20181	01804126  	J 	A 
20182	01804133  	E 	E 
20183	01804218  	F 	H 
20184	01804331  	E 	E 
20185	01804355  	H 	E 
20186	01804362  	D 	F 
20187	01804379  	D 	H 
20188	01804393  	C 	F 
20189	01804478  	E 	F 
20190	01804492  	C 	E 
20191	01804508  	F 	F 
20192	01804683  	C 	E 
20193	01804737  	F 	F 
20194	01804744  	D 	E 
20195	01804768  	C 	F 
20196	01804805  	F 	F 
20197	01804812  	C 	E 
20198	01804874  	F 	D 
20199	01804928  	A 	E 
20200	01804942  	G 	E 
20201	01804959  	B 	E 
20202	01804966  	D 	E 
20203	01805017  	F 	B 
20204	01805024  	C 	F 
20205	01805079  	D 	H 
20206	01805086  	D 	C 
20207	01805130  	C 	C 
20208	01805147  	A 	F 
20209	01805161  	J 	E 
20210	01805192  	F 	B 
20211	01805222  	G 	E 
20212	01805239  	F 	E 
20213	01805277  	E 	C 
20214	01805284  	D 	G 
20215	01805345  	F 	E 
20216	01805383  	H 	F 
20217	01805550  	G 	F 
20218	01805604  	A 	F 
20219	01805642  	E 	C 
20220	01805659  	F 	C 
20221	01805680  	D 	C 
20222	01805710  	D 	E 
20223	01805772  	F 	F 
20224	01805833  	E 	E 
20225	01805840  	B 	E 
20226	01806106  	E 	E 
20227	01806168  	D 	F 
20228	01806199  	B 	E 
20229	01806274  	A 	E 
20230	01806342  	D 	G 
20231	01806366  	E 	F 
20232	01806410  	C 	F 
20233	01806496  	D 	H 
20234	01806519  	H 	H 
20235	01806526  	B 	F 
20236	01806557  	E 	F 
20237	01806632  	E 	C 
20238	01806649  	F 	C 
20239	01806694  	D 	D 
20240	01806755  	B 	E 
20241	01806786  	D 	D 
20242	01806793  	A 	E 
20243	01806809  	C 	A 
20244	01806816  	F 	H 
20245	01806830  	C 	G 
20246	01806885  	D 	F 
20247	01806915  	C 	D 
20248	01806960  	C 	G 
20249	01807165  	J 	E 
20250	01807172  	C 	F 
20251	01807202  	E 	E 
20252	01807295  	C 	A 
20253	01807349  	A 	F 
20254	01807394  	B 	G 
20255	01807431  	E 	F 
20256	01807530  	F 	E 
20257	01807561  	F 	E 
20258	01807585  	C 	E 
20259	01807615  	C 	G 
20260	01807714  	J 	F 
20261	01807721  	F 	E 
20262	01807769  	A 	F 
20263	01807806  	F 	E 
20264	01807813  	F 	F 
20265	01807820  	E 	F 
20266	01807875  	C 	G 
20267	01807929  	F 	E 
20268	01807967  	F 	E 
20269	01807974  	C 	F 
20270	01808001  	C 	G 
20271	01808056  	D 	C 
20272	01808063  	E 	C 
20273	01808117  	A 	E 
20274	01808131  	D 	F 
20275	01808155  	A 	E 
20276	01808162  	D 	E 
20277	01808179  	C 	D 
20278	01808230  	D 	F 
20279	01808315  	E 	D 
20280	01808421  	B 	G 
20281	01808506  	B 	F 
20282	01808513  	A 	H 
20283	01808643  	H 	F 
20284	01808681  	G 	H 
20285	01808728  	A 	E 
20286	01808735  	B 	E 
20287	01808827  	G 	E 
20288	01808834  	F 	F 
20289	01808841  	D 	G 
20290	01808858  	A 	G 
20291	01808872  	C 	F 
20292	01808896  	E 	F 
20293	01808988  	F 	E 
20294	01809008  	G 	E 
20295	01809015  	D 	C 
20296	01809022  	D 	A 
20297	01809039  	E 	G 
20298	01809060  	J 	F 
20299	01809091  	E 	C 
20300	01809114  	B 	E 
20301	01809145  	F 	G 
20302	01809152  	C 	G 
20303	01809176  	C 	G 
20304	01809190  	B 	E 
20305	01809213  	C 	G 
20306	01809220  	C 	D 
20307	01809251  	C 	G 
20308	01809282  	J 	F 
20309	01809305  	B 	F 
20310	01809329  	E 	E 
20311	01809343  	D 	F 
20312	01809350  	F 	E 
20313	01809374  	C 	D 
20314	01809404  	E 	F 
20315	01809459  	A 	C 
20316	01809473  	D 	F 
20317	01809497  	A 	D 
20318	01809503  	E 	B 
20319	01809572  	D 	F 
20320	01809619  	G 	A 
20321	01809626  	B 	E 
20322	01809664  	E 	E 
20323	01809688  	D 	E 
20324	01809718  	C 	F 
20325	01809749  	D 	G 
20326	01809756  	J 	H 
20327	01809770  	E 	H 
20328	01809817  	G 	C 
20329	01809855  	F 	E 
20330	01809879  	G 	E 
20331	01809886  	A 	E 
20332	01809909  	D 	C 
20333	01809961  	B 	F 
20334	01809985  	H 	G 
20335	01810035  	D 	H 
20336	01810066  	C 	H 
20337	01810097  	F 	E 
20338	01810103  	D 	C 
20339	01810196  	D 	D 
20340	01810202  	F 	E 
20341	01810219  	D 	E 
20342	01810233  	G 	G 
20343	01810240  	C 	E 
20344	01810264  	G 	E 
20345	01810332  	G 	D 
20346	01810356  	K 	E 
20347	01810394  	F 	F 
20348	01810431  	C 	E 
20349	01810509  	B 	E 
20350	01810516  	J 	G 
20351	01810523  	C 	F 
20352	01810554  	D 	F 
20353	01810561  	F 	E 
